ID,CODAREA,DISTRITO,RECNUM,MOR_DOM,RENDA,CB,ENERGIA,XCENTR,YCENTR
1,3550308999001,355030878,1,2.60670,1493.70,11.54036,205.47501,333551,7394890
2,3550308999002,355030866,2,2.14750,2147.74,12.99514,205.82095,332455,7394450
3,3550308999003,355030866,3,2.08593,2900.93,13.29164,260.38239,332189,7395200
4,3550308999004,355030866,4,2.44841,1643.90,11.92745,205.60198,332701,7395870
5,3550308999005,355030809,5,3.09116,2267.14,13.73739,323.63931,333149,7396670
6,3550308999006,355030809,6,3.21883,1872.27,12.97058,283.86620,332903,7397380
7,3550308999007,355030810,7,2.94478,1852.13,12.34014,245.86429,334769,7395410
8,3550308999008,355030814,8,3.04874,2599.30,14.74809,274.59873,335015,7392760
9,3550308999009,355030849,9,2.80515,2706.37,14.45870,261.53791,333970,7393250
10,3550308999010,355030849,10,2.88572,5442.36,17.32728,377.50651,333461,7392090
11,3550308999011,355030849,11,2.54299,3652.67,15.11711,281.36323,333356,7392740
12,3550308999012,355030849,12,2.35930,2267.74,13.66093,229.97309,332911,7393140
13,3550308999013,355030807,13,2.44698,2054.48,12.91066,213.09335,331796,7394090
14,3550308999014,355030807,14,2.36451,2134.99,13.12825,234.59299,332384,7393860
15,3550308999015,355030807,15,2.60706,5389.08,17.74152,374.08785,332197,7392990
16,3550308999016,355030807,16,2.24056,3867.50,15.60743,280.57661,331357,7393530
17,3550308999017,355030826,17,2.76975,8100.64,19.29274,512.29255,330896,7394970
18,3550308999018,355030826,18,2.23736,3547.92,15.46642,279.66607,331430,7395210
19,3550308999019,355030826,19,2.12512,3532.37,14.94892,257.89919,331342,7394400
20,3550308999020,355030826,20,2.88175,7959.75,19.24920,598.59275,330017,7394920
21,3550308999021,355030869,21,2.54287,2090.05,13.16332,225.36360,331925,7396390
22,3550308999022,355030869,22,2.23459,2223.48,13.71589,208.03372,331509,7395840
23,3550308999023,355030856,23,3.21665,1971.14,13.83202,262.92529,334872,7397190
24,3550308999024,355030808,24,3.20777,2630.80,13.95941,256.50262,336867,7396470
25,3550308999025,355030808,25,3.11072,2817.55,15.68984,295.87674,338075,7395390
26,3550308999026,355030853,26,2.99862,2567.98,15.29446,276.91264,337082,7394430
27,3550308999027,355030853,27,3.05467,3205.55,15.81111,336.94370,338004,7392680
28,3550308999028,355030853,28,3.05062,3764.12,16.79365,365.16653,337138,7392680
29,3550308999029,355030834,29,3.15544,3157.90,15.58830,319.46570,336086,7391310
30,3550308999030,355030890,30,2.73315,4159.17,16.71203,305.12633,333445,7391050
31,3550308999031,355030890,31,3.09458,4735.29,18.18124,373.32384,334226,7390500
32,3550308999032,355030890,32,2.87354,5427.87,18.28639,364.53570,332075,7390420
33,3550308999033,355030890,33,2.61536,4398.68,17.21776,323.51300,332710,7390680
34,3550308999034,355030890,34,2.68224,5987.88,18.72055,429.22391,331892,7391920
35,3550308999035,355030845,35,2.48513,7181.30,18.42036,446.28283,331038,7392520
36,3550308999036,355030845,36,2.44028,6930.66,18.67867,456.57373,329840,7393530
37,3550308999037,355030845,37,2.65739,8426.90,19.39691,608.36424,330397,7393000
38,3550308999038,355030845,38,2.37296,4641.00,17.14254,305.90742,329126,7393910
39,3550308999039,355030845,39,2.77427,7682.68,19.46950,609.32622,329729,7392110
40,3550308999040,355030860,40,2.88053,6503.64,18.94986,409.45802,329423,7396360
41,3550308999041,355030860,41,2.94152,7300.57,19.07369,483.96708,329457,7395330
42,3550308999042,355030869,42,2.64353,2591.80,14.66359,251.62242,331073,7397270
43,3550308999043,355030869,43,2.70265,5443.83,18.10872,450.40334,330813,7396120
44,3550308999044,355030806,44,2.78594,3268.34,15.48684,292.16216,329028,7397840
45,3550308999045,355030821,45,3.26306,3210.33,15.74703,295.18538,330553,7399170
46,3550308999046,355030821,46,3.29298,2200.87,13.82441,269.46148,330277,7399770
47,3550308999047,355030870,47,3.20353,2419.09,14.77604,279.52649,333720,7399180
48,3550308999048,355030886,48,3.29884,2442.54,14.13128,274.66369,335841,7398680
49,3550308999049,355030886,49,3.29261,2087.19,14.28928,275.40594,336469,7400200
50,3550308999050,355030889,50,3.20095,1991.78,13.61812,256.78083,337569,7398350
51,3550308999051,355030889,51,3.33371,1795.93,13.31759,258.92437,338123,7399600
52,3550308999052,355030889,52,3.31989,1533.51,12.85282,247.37318,338728,7399730
53,3550308999053,355030889,53,3.83035,1121.13,10.90493,163.04733,338410,7397520
54,3550308999054,355030889,54,3.63184,1564.63,11.99459,233.08199,340474,7398990
55,3550308999055,355030880,55,3.06257,3008.22,15.37849,287.88333,340721,7396780
56,3550308999056,355030880,56,2.93844,2953.42,15.51444,305.86857,339066,7396460
57,3550308999057,355030880,57,3.07181,4232.40,16.72204,341.46019,340650,7395020
58,3550308999058,355030880,58,3.08282,3625.95,16.42286,343.05146,339498,7394900
59,3550308999059,355030801,59,3.14935,2984.19,15.94486,322.80216,338857,7393910
60,3550308999060,355030801,60,3.12460,2337.08,14.39046,282.03454,338896,7392810
61,3550308999061,355030801,61,3.15280,2527.50,14.82542,283.53088,339747,7393350
62,3550308999062,355030885,62,3.33351,3870.64,16.17484,371.97882,341431,7393330
63,3550308999063,355030801,63,3.38757,1886.27,13.78371,258.55901,340668,7392800
64,3550308999064,355030801,64,3.25102,1888.27,13.72664,265.15658,339860,7391710
65,3550308999065,355030893,65,3.20015,2998.21,15.45493,316.69963,339446,7391010
66,3550308999066,355030893,66,3.40420,2150.10,12.50476,211.68119,338336,7390450
67,3550308999067,355030834,67,2.95058,2882.77,15.42852,276.13065,336607,7389820
68,3550308999068,355030834,68,3.12643,2847.08,15.47638,278.07151,335250,7390110
69,3550308999069,355030834,69,3.14911,2534.19,14.49688,269.49682,335755,7388810
70,3550308999070,355030827,70,3.39465,2729.16,15.35323,299.56898,335256,7387400
71,3550308999071,355030827,71,3.13444,3130.76,16.19292,306.54384,334769,7389030
72,3550308999072,355030827,72,3.31661,5555.81,17.46843,365.37904,334463,7387410
73,3550308999073,355030890,73,2.88809,4910.98,17.68444,324.47334,333396,7389640
74,3550308999074,355030877,74,2.91968,3817.18,16.29803,295.99455,333536,7388270
75,3550308999075,355030877,75,2.67668,4531.71,17.45248,323.93997,332255,7388910
76,3550308999076,355030877,76,2.85876,4029.16,17.37536,317.85610,332434,7388240
77,3550308999077,355030832,77,2.90971,8596.90,19.70681,593.37525,330817,7390370
78,3550308999078,355030835,78,2.46099,6717.19,18.19859,463.65587,328282,7390420
79,3550308999079,355030835,79,2.71346,7978.36,19.73784,508.83044,329291,7391350
80,3550308999080,355030862,80,2.43581,5314.77,17.06836,322.12548,327780,7393140
81,3550308999081,355030862,81,2.85738,7496.15,18.51293,623.23490,327757,7392170
82,3550308999082,355030862,82,2.73852,5396.35,17.69661,359.95141,327690,7394170
83,3550308999083,355030860,83,2.75913,6303.82,18.40619,360.57808,327979,7396100
84,3550308999084,355030860,84,2.88206,5245.79,17.99852,370.02907,328560,7396580
85,3550308999085,355030860,85,2.89688,6156.11,19.03585,394.49107,328555,7395240
86,3550308999086,355030860,86,2.77277,4257.65,17.50945,319.76244,327806,7395390
87,3550308999087,355030802,87,3.08020,6009.42,18.89991,450.05190,326468,7394800
88,3550308999088,355030860,88,2.83801,3829.18,16.20670,301.91826,327353,7396230
89,3550308999089,355030848,89,2.94009,3964.76,16.35616,317.45731,326679,7397370
90,3550308999090,355030848,90,2.98137,2543.64,14.88431,285.32375,325689,7398260
91,3550308999091,355030848,91,2.99043,4811.94,16.81683,359.28739,325671,7396720
92,3550308999092,355030850,92,3.43593,2088.08,13.93662,255.42692,328677,7399920
93,3550308999093,355030850,93,3.46942,1496.93,12.82998,241.25055,329349,7400450
94,3550308999094,355030850,94,3.58949,1635.30,12.94657,270.18325,329292,7401130
95,3550308999095,355030850,95,3.43871,1685.26,13.28202,265.19899,328613,7401360
96,3550308999096,355030821,96,3.53866,2572.00,14.34491,308.43629,331376,7400110
97,3550308999097,355030821,97,3.43488,1807.11,13.93505,265.21638,331167,7401100
98,3550308999098,355030821,98,3.56579,1506.47,12.82341,247.08079,330305,7401200
99,3550308999099,355030870,99,3.02039,3647.16,17.15219,321.39444,332958,7400160
100,3550308999100,355030870,100,3.01336,4938.82,17.70722,377.11808,333768,7400740
101,3550308999101,355030870,101,3.28974,3110.98,15.91928,326.24963,332722,7401170
102,3550308999102,355030870,102,3.09333,3944.51,16.57282,313.58020,334864,7401080
103,3550308999103,355030870,103,3.17244,3974.06,17.19534,370.42502,334375,7402010
104,3550308999104,355030882,104,3.28307,2283.53,14.42677,277.32668,336481,7401810
105,3550308999105,355030892,105,3.48162,1653.44,13.29681,262.64577,337345,7401000
106,3550308999106,355030892,106,3.40821,1532.36,12.67787,253.25329,338734,7401350
107,3550308999107,355030892,107,3.37716,1746.63,13.51260,253.06840,338009,7401940
108,3550308999108,355030892,108,3.69206,1483.88,12.88585,256.21126,340139,7400970
109,3550308999109,355030892,109,3.56097,1122.48,11.45259,242.81250,339489,7402000
110,3550308999110,355030892,110,3.53443,1279.18,12.09777,247.38549,339065,7402730
111,3550308999111,355030839,111,3.70243,1634.68,13.27997,252.50791,340372,7402610
112,3550308999112,355030859,112,3.28601,1815.47,13.16144,249.89876,341911,7398090
113,3550308999113,355030818,113,3.49402,1863.26,13.89614,264.18354,344254,7399260
114,3550308999114,355030818,114,3.72005,1277.26,12.11200,237.32824,344253,7400300
115,3550308999115,355030818,115,3.37195,1618.82,13.12041,264.19419,343154,7399380
116,3550308999116,355030859,116,3.22502,2170.58,14.37673,263.07880,343721,7398310
117,3550308999117,355030859,117,3.23074,2079.31,14.16047,260.76700,343331,7397320
118,3550308999118,355030891,118,3.25737,2127.47,14.29498,281.13536,344344,7396330
119,3550308999119,355030891,119,3.45806,1623.49,13.15413,257.89409,345478,7395040
120,3550308999120,355030891,120,3.39708,1820.15,13.70522,270.92248,343632,7395760
121,3550308999121,355030820,121,3.37820,2014.34,14.15343,276.94164,342219,7395610
122,3550308999122,355030820,122,3.23634,2678.13,15.48006,300.99702,341920,7394830
123,3550308999123,355030820,123,3.40655,1931.10,14.16542,260.50806,344236,7394010
124,3550308999124,355030820,124,3.40992,2338.92,14.16964,284.99773,343469,7394530
125,3550308999125,355030885,125,3.31087,1664.70,13.50296,263.13864,342447,7392130
126,3550308999126,355030885,126,3.30214,1890.39,13.66534,257.94641,342918,7392940
127,3550308999127,355030885,127,3.56322,1368.25,12.27292,245.94061,343786,7391460
128,3550308999128,355030872,128,3.41787,1725.71,13.57705,258.24685,341968,7391270
129,3550308999129,355030872,129,3.37883,1915.29,14.18637,264.26218,343085,7390630
130,3550308999130,355030872,130,3.36292,1730.59,13.41543,266.11363,341428,7390400
131,3550308999131,355030893,131,3.20642,2084.64,14.36660,264.29939,339008,7389850
132,3550308999132,355030893,132,3.26339,1587.88,12.93435,248.37813,340768,7389160
133,3550308999133,355030893,133,3.24673,1692.47,13.12437,250.76826,340021,7389200
134,3550308999135,355030868,135,3.20787,2393.03,15.08785,283.96535,336318,7387470
135,3550308999137,355030868,137,3.19003,1625.03,13.00801,234.42042,337334,7386830
136,3550308999139,355030868,139,3.34422,1972.10,14.00553,254.27432,338213,7385970
137,3550308999140,355030868,140,3.45903,1684.10,13.22388,254.64044,336158,7385120
138,3550308999141,355030868,141,3.47233,1554.87,12.77918,249.84552,335976,7383280
139,3550308999142,355030868,142,3.41500,1988.21,14.04002,254.72303,337228,7383970
140,3550308999143,355030827,143,3.46369,1683.64,13.06608,250.18953,334483,7383800
141,3550308999144,355030827,144,3.57832,1611.24,13.00155,240.09217,335469,7385560
142,3550308999145,355030877,145,2.91152,3390.87,16.23154,306.78748,333430,7387310
143,3550308999146,355030877,146,3.02527,3837.47,16.57498,297.76205,333016,7386330
144,3550308999147,355030838,147,3.12088,2938.23,15.52089,284.48986,333257,7384680
145,3550308999148,355030877,148,3.21760,4257.96,17.86536,390.67358,331781,7387090
146,3550308999149,355030838,149,3.14631,2582.29,15.32794,291.97374,332069,7384660
147,3550308999150,355030838,150,3.30491,2419.94,14.48103,279.99163,331816,7383850
148,3550308999151,355030815,151,3.24510,4093.16,17.17362,324.21100,330673,7385170
149,3550308999152,355030838,152,2.90889,4834.14,18.03380,350.13263,329954,7383680
150,3550308999153,355030838,153,3.53825,1742.36,12.09370,217.85528,330726,7384230
151,3550308999154,355030838,154,3.51262,1934.16,13.50218,248.12434,331319,7383090
152,3550308999155,355030832,155,2.66226,7399.12,19.10772,463.43052,330600,7389010
153,3550308999156,355030832,156,2.69862,7611.37,19.75474,429.09516,330603,7388020
154,3550308999157,355030832,157,2.47740,6801.31,18.59267,373.57924,329919,7388610
155,3550308999158,355030832,158,2.73460,6678.87,19.25278,418.76878,329736,7388220
156,3550308999159,355030815,159,3.00509,5397.42,17.69476,373.33604,329664,7386780
157,3550308999160,355030815,160,3.00531,6227.09,18.84441,463.84745,329090,7385970
158,3550308999161,355030835,161,2.64419,5265.26,17.80126,343.67668,328924,7389670
159,3550308999162,355030835,162,2.87177,4262.17,17.33762,362.82943,327539,7388140
160,3550308999163,355030835,163,2.98514,5562.79,18.45449,384.88708,327887,7387930
161,3550308999164,355030854,164,3.63391,11196.85,19.44725,907.62821,326059,7389350
162,3550308999165,355030854,165,3.52468,7845.93,19.67877,679.78047,325017,7389360
163,3550308999166,355030812,166,3.09543,4389.08,17.52462,371.59827,323927,7392110
164,3550308999167,355030802,167,3.26438,7516.41,19.32177,558.85908,325052,7395100
165,3550308999168,355030888,168,3.21820,3724.53,15.90314,352.76765,323253,7396760
166,3550308999169,355030841,169,3.55832,1378.51,11.66782,211.91836,321443,7395450
167,3550308999170,355030841,170,3.28912,3017.09,15.79257,310.50065,321125,7394630
168,3550308999171,355030840,171,3.42829,1714.53,13.61665,268.48336,320987,7399310
169,3550308999172,355030895,172,3.33832,1859.69,13.67835,265.47055,321944,7400770
170,3550308999175,355030863,175,3.22394,2510.07,15.08719,289.38459,323868,7400470
171,3550308999176,355030863,176,3.30555,1844.35,13.51692,258.91185,324980,7400590
172,3550308999177,355030863,177,3.40989,1941.66,13.56754,259.00583,321345,7402370
173,3550308999178,355030863,178,3.42837,1965.55,14.56527,288.24384,323332,7402850
174,3550308999179,355030863,179,3.56100,1341.79,12.12742,248.57742,324366,7403430
175,3550308999180,355030863,180,3.75030,1068.57,11.67133,225.59962,324778,7403350
176,3550308999181,355030863,181,3.39714,1407.05,12.64181,239.21458,325106,7402150
177,3550308999182,355030829,182,3.44928,2064.72,14.16829,288.93153,327168,7400310
178,3550308999183,355030829,183,3.32551,2487.60,14.86667,295.09564,326206,7400560
179,3550308999184,355030829,184,3.32504,2217.99,14.87966,299.33794,327043,7400970
180,3550308999185,355030829,185,3.56562,1334.48,12.60481,257.07936,327896,7402180
181,3550308999186,355030829,186,3.60004,1391.77,12.23531,237.14837,325677,7403530
182,3550308999187,355030829,187,3.35314,1667.26,13.29997,256.03901,326037,7401800
183,3550308999188,355030829,188,3.52643,1486.53,13.18448,252.01538,326509,7402610
184,3550308999189,355030811,189,3.47594,1562.82,12.68390,253.36395,327318,7403000
185,3550308999190,355030811,190,3.54107,1208.71,11.92360,248.45182,328535,7402850
186,3550308999191,355030811,191,3.64983,1228.70,12.19503,249.64994,328852,7403780
187,3550308999192,355030811,192,3.85385,691.71,9.91498,219.03887,325811,7405310
188,3550308999194,355030811,194,3.78792,994.61,11.06229,225.85404,327871,7403980
189,3550308999195,355030811,195,3.78443,908.97,10.12932,228.25917,327062,7404720
190,3550308999197,355030813,197,3.36537,1722.28,13.58077,260.69095,330638,7403210
191,3550308999198,355030813,198,3.59309,1479.50,12.47318,261.66817,330399,7403790
192,3550308999200,355030813,200,3.81418,907.59,10.49840,226.48514,329686,7404730
193,3550308999201,355030813,201,3.87530,978.48,10.77870,212.17824,329878,7406540
194,3550308999202,355030851,202,3.43241,2126.78,13.70454,267.11373,331861,7401970
195,3550308999203,355030851,203,3.44170,3331.33,16.05767,296.38369,332734,7402270
196,3550308999204,355030851,204,3.41930,2673.84,15.17869,292.73282,333854,7402810
197,3550308999205,355030851,205,3.31034,2925.96,15.84940,279.78543,332363,7405970
198,3550308999206,355030851,206,3.50677,1601.06,12.78061,244.90393,331930,7403110
199,3550308999207,355030882,207,3.40494,3480.97,16.83036,340.05423,334865,7403570
200,3550308999208,355030881,208,3.38562,3451.91,16.50753,336.84924,334164,7405150
201,3550308999209,355030881,209,3.62333,2843.16,14.38912,297.17724,335683,7404910
202,3550308999210,355030881,210,3.72324,2689.26,12.11444,249.99136,335651,7406230
203,3550308999211,355030882,211,3.28670,2227.85,14.56089,261.09863,336338,7403430
204,3550308999212,355030882,212,3.31513,1983.37,14.22639,278.61824,336961,7402960
205,3550308999213,355030882,213,3.37317,1867.71,14.00876,271.93058,337350,7402660
206,3550308999214,355030839,214,3.31273,2110.55,14.88318,271.87060,337999,7403870
207,3550308999215,355030839,215,3.68456,1493.93,12.51487,241.46914,339321,7404110
208,3550308999216,355030881,216,3.57389,2162.34,15.14523,293.81436,337337,7404590
209,3550308999217,355030881,217,3.56674,1644.04,13.39805,255.25840,337102,7405790
210,3550308999218,355030881,218,3.88682,914.36,10.60102,181.57386,338441,7405970
211,3550308999219,355030839,219,3.98969,960.57,10.88109,210.86576,339416,7406110
212,3550308999222,355030818,222,3.75253,1254.36,12.30355,240.12484,345915,7399380
213,3550308999223,355030828,223,3.73076,878.76,10.57040,192.50912,348253,7401590
214,3550308999224,355030828,224,3.62392,1319.40,12.26795,248.62733,347372,7400850
215,3550308999225,355030864,225,3.53255,1632.94,13.09785,270.11726,347516,7399230
216,3550308999226,355030864,226,3.40240,1683.98,13.53504,265.69673,345865,7398980
217,3550308999227,355030864,227,3.52779,1608.84,13.12498,273.98879,346706,7398340
218,3550308999228,355030864,228,3.61289,1327.84,12.24376,241.67947,348619,7399050
219,3550308999229,355030864,229,3.60630,1397.70,12.39362,258.66339,348175,7398020
220,3550308999230,355030859,230,3.27984,1939.68,14.20186,268.94234,344906,7397900
221,3550308999231,355030859,231,3.42202,1760.17,13.53988,261.89701,346501,7397610
222,3550308999232,355030805,232,3.51751,1488.64,12.95725,260.02488,348724,7397040
223,3550308999233,355030805,233,3.57269,1358.85,12.55383,254.24365,348741,7396430
224,3550308999234,355030891,234,3.42091,1749.54,13.65070,254.91807,345730,7396700
225,3550308999235,355030891,235,3.57091,1532.10,13.08267,263.61275,346572,7395990
226,3550308999236,355030805,236,3.39209,1533.61,13.24581,228.66781,348426,7395050
227,3550308999237,355030805,237,3.66300,1226.99,11.93054,242.52290,347544,7395490
228,3550308999238,355030824,238,3.84621,1228.89,12.02875,227.39295,346821,7394250
